-0.008935500000000001	-0.21793
-0.01258	-0.16566
-0.015415	-0.10095
-0.01663	-0.048679
-0.0385	-0.15819
-0.029995	-0.13579
-0.023515	-0.10841
-0.01906	-0.078546
-0.01663	-0.036235
-0.0004305	-0.28015
-0.027565	-0.30006
-0.018655	-0.28762
-0.01258	-0.27268
-0.0093405	-0.25775
-0.0069105	-0.24033
-0.0093405	-0.21046
-0.01177	-0.18806
-0.0142	-0.15819
-0.016225	-0.00023186
-0.016225	0.038367
-0.015415	0.079378
-0.013795	0.12039
-0.01177	0.1614
-0.009745500000000001	0.2
-0.0077205	0.23619
-0.010555	0.26031
-0.01582	0.2772
-0.021895	0.28685
-0.029185	0.29408
-0.037285	0.30132
-0.01547	0.0015113
-0.016	0.034761
-0.017588	0.06801
-0.020588	0.09521399999999999
-0.027117	0.12544
-0.035588	0.14358
-0.013353	0.13149
-0.010882	0.17683
-0.0087644	0.21612
-0.0068232	0.2403
-0.009470299999999999	0.25844
-0.013	0.27355
-0.018117	0.2796
-0.025	0.29169
-0.033294	0.30378
